latitud,longitud
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783988,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615829
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783987,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783988,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783990,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783992,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783998,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615814
22.783996,-102.615814
22.783996,-102.615814
22.783996,-102.615814
22.783996,-102.615814
22.783996,-102.615814
22.783996,-102.615814
22.783996,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783996,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
22.783994,-102.615821
