latitud,longitud
22.783838,-102.616882
22.783834,-102.616882
22.783832,-102.616882
22.783832,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783842,-102.616874
22.783842,-102.616874
22.783845,-102.616874
22.783845,-102.616874
22.783847,-102.616867
22.783847,-102.616867
22.783849,-102.616867
22.783849,-102.616867
22.783851,-102.616867
22.783851,-102.616867
22.783851,-102.616867
22.783851,-102.616867
22.783851,-102.616867
22.783849,-102.616867
22.783851,-102.616867
22.783851,-102.616867
22.783851,-102.616874
22.783851,-102.616874
22.783851,-102.616874
22.783849,-102.616874
22.783845,-102.616867
22.783845,-102.616867
22.783843,-102.616867
22.783843,-102.616867
22.783843,-102.616867
22.783842,-102.616867
22.783842,-102.616867
22.783842,-102.616867
22.783842,-102.616867
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616874
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616882
22.783840,-102.616889
22.783840,-102.616889
22.783842,-102.616889
22.783842,-102.616889
22.783843,-102.616889
22.783842,-102.616889
22.783842,-102.616889
22.783842,-102.616889
22.783842,-102.616897
22.783843,-102.616897
22.783843,-102.616897
22.783843,-102.616897
22.783843,-102.616897
22.783845,-102.616905
22.783843,-102.616905
22.783845,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783842,-102.616905
22.783842,-102.616905
22.783842,-102.616905
22.783842,-102.616905
22.783842,-102.616905
22.783842,-102.616912
22.783842,-102.616912
22.783842,-102.616912
22.783842,-102.616912
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616905
22.783843,-102.616912
22.783843,-102.616912
22.783832,-102.616912
22.783830,-102.616912
22.783830,-102.616912
22.783832,-102.616912
22.783832,-102.616912
22.783832,-102.616912
22.783832,-102.616912
22.783832,-102.616912
22.783834,-102.616920
22.783834,-102.616920
22.783834,-102.616920
22.783836,-102.616920
22.783836,-102.616920
22.783836,-102.616920
22.783836,-102.616920
22.783834,-102.616920
22.783830,-102.616928
22.783830,-102.616928
22.783828,-102.616928
22.783828,-102.616928
22.783830,-102.616928
22.783830,-102.616928
22.783830,-102.616928
22.783830,-102.616928
22.783832,-102.616935
22.783832,-102.616935
22.783832,-102.616935
22.783832,-102.616935
22.783832,-102.616935
22.783828,-102.616943
22.783824,-102.616943
22.783821,-102.616943
22.783821,-102.616943
22.783819,-102.616950
22.783817,-102.616950
22.783817,-102.616950
22.783817,-102.616950
22.783817,-102.616950
22.783817,-102.616950
22.783817,-102.616950
22.783817,-102.616950
22.783815,-102.616950
22.783815,-102.616950
22.783815,-102.616950
22.783815,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783813,-102.616950
22.783790,-102.616966
22.783815,-102.616844
22.783815,-102.616844
22.783817,-102.616844
22.783817,-102.616844
22.783817,-102.616844
22.783819,-102.616844
22.783819,-102.616844
22.783821,-102.616844
22.783821,-102.616844
22.783821,-102.616844
22.783823,-102.616851
22.783823,-102.616851
22.783824,-102.616851
22.783824,-102.616851
22.783824,-102.616851
22.783834,-102.616851
22.783838,-102.616851
22.783880,-102.616882
22.783880,-102.616889
22.783878,-102.616889
22.783878,-102.616889
22.783878,-102.616882
22.783878,-102.616882
22.783882,-102.616889
22.783885,-102.616897
22.783887,-102.616905
22.783887,-102.616905
22.783887,-102.616905
22.783887,-102.616905
22.783889,-102.616912
22.783891,-102.616912
22.783893,-102.616912
22.783895,-102.616912
22.783897,-102.616912
22.783899,-102.616912
22.783901,-102.616920
22.783901,-102.616920
22.783903,-102.616920
22.783903,-102.616928
22.783906,-102.616935
22.783908,-102.616935
22.783910,-102.616935
22.783910,-102.616935
22.783912,-102.616935
22.783914,-102.616935
22.783916,-102.616935
22.783916,-102.616935
22.783918,-102.616935
22.783918,-102.616935
22.783920,-102.616935
22.783922,-102.616935
22.783922,-102.616935
22.783922,-102.616935
22.783924,-102.616935
22.783924,-102.616943
22.783924,-102.616958
22.783920,-102.616973
22.783920,-102.616981
22.783920,-102.616981
22.783922,-102.616981
22.783922,-102.616989
22.783920,-102.616996
22.783918,-102.616996
22.783916,-102.616989
22.783916,-102.616989
22.783916,-102.616989
22.783916,-102.616981
22.783916,-102.616981
22.783914,-102.616981
22.783912,-102.616981
22.783910,-102.616981
22.783905,-102.616981
22.783903,-102.616981
22.783901,-102.616981
22.783901,-102.616981
22.783901,-102.616981
22.783901,-102.616981
22.783903,-102.616981
22.783903,-102.616981
22.783903,-102.616989
22.783903,-102.616989
22.783905,-102.616989
22.783899,-102.616973
22.783901,-102.616973
22.783903,-102.616973
22.783905,-102.616973
22.783905,-102.616973
22.783906,-102.616973
22.783908,-102.616973
22.783910,-102.616973
22.783910,-102.616973
22.783914,-102.616973
22.783914,-102.616973
22.783916,-102.616973
22.783916,-102.616966
22.783918,-102.616966
22.783918,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783920,-102.616966
22.783918,-102.616958
22.783918,-102.616958
22.783918,-102.616958
22.783918,-102.616958
22.783916,-102.616950
22.783914,-102.616950
22.783910,-102.616950
22.783910,-102.616943
22.783903,-102.616935
22.783903,-102.616935
22.783903,-102.616935
22.783903,-102.616935
22.783905,-102.616928
22.783905,-102.616928
22.783905,-102.616928
22.783906,-102.616928
22.783906,-102.616928
22.783906,-102.616920
22.783906,-102.616912
22.783906,-102.616912
22.783905,-102.616912
22.783906,-102.616912
22.783906,-102.616912
22.783906,-102.616912
22.783906,-102.616905
22.783906,-102.616905
22.783905,-102.616905
22.783905,-102.616905
22.783905,-102.616905
22.783905,-102.616905
22.783901,-102.616905
22.783901,-102.616905
22.783901,-102.616905
22.783901,-102.616905
22.783899,-102.616905
22.783899,-102.616905
22.783899,-102.616905
