latitud,longitud
22.783468,-102.615089
22.783468,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783466,-102.615089
22.783464,-102.615089
22.783464,-102.615089
22.783464,-102.615089
22.783464,-102.615089
22.783464,-102.615089
22.783462,-102.615089
22.783462,-102.615089
22.783462,-102.615081
22.783460,-102.615081
22.783460,-102.615081
22.783460,-102.615081
22.783458,-102.615081
22.783458,-102.615081
22.783456,-102.615081
22.783456,-102.615081
22.783454,-102.615081
22.783454,-102.615081
22.783454,-102.615081
22.783452,-102.615081
22.783451,-102.615081
22.783439,-102.615074
22.783439,-102.615074
22.783435,-102.615074
22.783435,-102.615074
22.783433,-102.615074
22.783433,-102.615066
22.783433,-102.615066
22.783433,-102.615066
22.783433,-102.615066
22.783433,-102.615066
22.783435,-102.615066
22.783435,-102.615066
22.783437,-102.615066
22.783437,-102.615066
22.783439,-102.615066
22.783439,-102.615066
22.783439,-102.615066
22.783439,-102.615066
22.783439,-102.615066
22.783441,-102.615066
22.783441,-102.615066
22.783441,-102.615066
22.783441,-102.615074
22.783439,-102.615074
22.783439,-102.615074
22.783439,-102.615081
22.783443,-102.615081
22.783451,-102.615089
22.783445,-102.615097
22.783445,-102.615097
22.783443,-102.615097
22.783443,-102.615097
22.783441,-102.615097
22.783439,-102.615104
22.783437,-102.615104
22.783437,-102.615104
22.783435,-102.615104
22.783433,-102.615104
22.783433,-102.615112
22.783432,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783426,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783422,-102.615112
22.783422,-102.615112
22.783422,-102.615112
22.783422,-102.615112
22.783422,-102.615112
22.783422,-102.615112
22.783422,-102.615112
22.783424,-102.615112
22.783424,-102.615119
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615112
22.783424,-102.615119
22.783424,-102.615119
22.783424,-102.615119
22.783426,-102.615119
22.783426,-102.615119
22.783426,-102.615119
22.783426,-102.615119
22.783426,-102.615119
22.783426,-102.615119
22.783428,-102.615119
22.783428,-102.615119
22.783428,-102.615119
22.783428,-102.615119
22.783430,-102.615119
22.783430,-102.615119
22.783430,-102.615119
22.783430,-102.615119
22.783432,-102.615119
22.783432,-102.615119
22.783432,-102.615119
22.783432,-102.615119
22.783433,-102.615119
22.783433,-102.615119
22.783433,-102.615119
22.783433,-102.615119
22.783435,-102.615119
22.783435,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783439,-102.615112
22.783439,-102.615112
22.783439,-102.615112
22.783439,-102.615112
22.783439,-102.615112
22.783439,-102.615112
22.783441,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783443,-102.615112
22.783439,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615104
22.783437,-102.615104
22.783437,-102.615104
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783437,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783439,-102.615119
22.783437,-102.615119
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783437,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783435,-102.615112
22.783433,-102.615112
22.783433,-102.615112
22.783433,-102.615112
22.783433,-102.615112
22.783433,-102.615112
22.783432,-102.615112
22.783432,-102.615112
22.783432,-102.615112
22.783432,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783430,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783428,-102.615112
22.783426,-102.615112
22.783426,-102.615112
22.783426,-102.615112
22.783426,-102.615112
22.783426,-102.615112
22.783426,-102.615112
22.783424,-102.615119
22.783424,-102.615119
22.783424,-102.615119
22.783424,-102.615119
22.783424,-102.615119
22.783422,-102.615119
22.783422,-102.615119
22.783422,-102.615119
22.783422,-102.615119
22.783422,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783420,-102.615119
22.783418,-102.615119
22.783418,-102.615119
22.783418,-102.615119
22.783418,-102.615119
22.783414,-102.615119
22.783414,-102.615119
22.783412,-102.615119
22.783412,-102.615119
22.783411,-102.615119
22.783411,-102.615119
22.783411,-102.615119
22.783411,-102.615119
22.783409,-102.615119
22.783409,-102.615112
22.783409,-102.615112
22.783409,-102.615112
22.783409,-102.615112
22.783409,-102.615112
22.783409,-102.615112
22.783409,-102.615112
22.783409,-102.615112
22.783407,-102.615112
22.783407,-102.615112
22.783407,-102.615112
22.783407,-102.615112
22.783407,-102.615112
22.783403,-102.615119
22.783403,-102.615119
22.783403,-102.615119
22.783401,-102.615112
22.783401,-102.615112
22.783401,-102.615112
22.783401,-102.615112
22.783401,-102.615112
22.783401,-102.615112
22.783397,-102.615112
22.783386,-102.615112
22.783386,-102.615112
22.783386,-102.615112
22.783388,-102.615112
22.783382,-102.615112
22.783378,-102.615104
22.783380,-102.615104
22.783378,-102.615104
22.783384,-102.615097
22.783386,-102.615104
22.783384,-102.615104
22.783384,-102.615104
22.783384,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783388,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783384,-102.615104
22.783384,-102.615104
22.783384,-102.615104
22.783384,-102.615104
22.783384,-102.615104
22.783384,-102.615097
22.783382,-102.615097
22.783382,-102.615097
22.783382,-102.615097
22.783382,-102.615097
22.783382,-102.615097
22.783384,-102.615097
22.783384,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783386,-102.615097
22.783384,-102.615097
22.783384,-102.615097
22.783384,-102.615097
22.783382,-102.615097
22.783382,-102.615097
22.783380,-102.615097
22.783380,-102.615097
22.783380,-102.615097
22.783378,-102.615097
22.783376,-102.615097
22.783374,-102.615097
22.783374,-102.615097
22.783374,-102.615097
22.783374,-102.615097
22.783374,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
22.783376,-102.615097
